taxonomic_level,name,ioc_species_count,authority_min,authority_max,authority_spread
genus,Xanthopsar,1,1,1,0
genus,Xanthotis,3,3,3,0
genus,Xema,1,1,1,0
genus,Xenerpestes,2,2,2,0
genus,Xenicus,2,2,2,0
genus,Xenocopsychus,1,1,1,0
genus,Xenodacnis,2,1,2,1
genus,Xenoglaux,1,1,1,0
genus,Xenoligea,1,1,1,0
genus,Xenoperdix,1,1,1,0
genus,Xenopipo,2,2,2,0
genus,Xenopirostris,3,3,3,0
genus,Xenops,5,3,5,2
genus,Xenopsaris,1,1,1,0
genus,Xenornis,1,1,1,0
genus,Xenospingus,1,1,1,0
genus,Xenospiza,1,1,1,0
genus,Xenotriccus,2,2,2,0
genus,Xenus,1,1,1,0
genus,Xiphidiopicus,1,1,1,0
genus,Xiphocolaptes,4,4,4,0
genus,Xipholena,3,3,3,0
genus,Xiphorhynchus,13,12,13,1
genus,Xolmis,2,2,2,0
genus,Yuhina,7,7,7,0
genus,Yungipicus,7,5,7,2
genus,Zanclostomus,1,1,1,0
genus,Zanda,3,3,3,0
genus,Zapornia,15,14,15,1
genus,Zaratornis,1,1,1,0
genus,Zavattariornis,1,1,1,0
genus,Zebrilus,1,1,1,0
genus,Zeledonia,1,1,1,0
genus,Zenaida,7,7,7,0
genus,Zentrygon,8,8,8,0
genus,Zimmerius,13,12,13,1
genus,Zonerodius,1,1,1,0
genus,Zonibyx,1,1,1,0
genus,Zonotrichia,5,5,5,0
genus,Zoonavena,3,3,3,0
genus,Zoothera,22,16,22,6
genus,Zosterops,112,82,112,30
genus,Zosterornis,5,5,5,0
family,Acanthisittidae,4,4,4,0
family,Acanthizidae,66,59,66,7
family,Accipitridae,254,241,254,13
family,Acrocephalidae,61,60,61,1
family,Aegithalidae,12,10,12,2
family,Aegithinidae,4,4,4,0
family,Aegothelidae,10,9,10,1
family,Alaudidae,98,88,98,10
family,Alcedinidae,117,90,117,27
family,Alcidae,25,25,25,0
family,Anatidae,174,162,174,12
family,Anhimidae,3,3,3,0
family,Anhingidae,4,4,4,0
family,Anseranatidae,1,1,1,0
family,Apodidae,108,93,108,15
family,Apterygidae,5,5,5,0
family,Aramidae,1,1,1,0
family,Ardeidae,74,67,74,7
family,Artamidae,24,24,24,0
family,Atrichornithidae,2,2,2,0
family,Balaenicipitidae,1,1,1,0
family,Bernieridae,11,11,11,0
family,Bombycillidae,3,3,3,0
family,Brachypteraciidae,5,5,5,0
family,Bucconidae,37,36,37,1
family,Bucerotidae,64,55,64,9
family,Buphagidae,2,2,2,0
family,Burhinidae,10,9,10,1
family,Cacatuidae,22,21,22,1
family,Calcariidae,6,6,6,0
family,Callaeidae,5,4,5,1
family,Calyptomenidae,6,6,6,0
family,Calyptophilidae,2,2,2,0
family,Campephagidae,108,84,108,24
family,Capitonidae,15,15,15,0
family,Caprimulgidae,98,91,98,7
family,Cardinalidae,54,48,54,6
family,Cariamidae,2,2,2,0
family,Casuariidae,4,4,4,0
family,Cathartidae,7,7,7,0
family,Certhiidae,9,9,9,0
family,Cettiidae,31,30,31,1
family,Chaetopidae,2,1,2,1
family,Charadriidae,69,67,69,2
family,Chionidae,2,2,2,0
family,Chloropseidae,12,11,12,1
family,Ciconiidae,20,19,20,1
family,Cinclidae,5,5,5,0
family,Cinclosomatidae,12,10,12,2
family,Cisticolidae,166,138,166,28
family,Climacteridae,7,7,7,0
family,Cnemophilidae,3,3,3,0
family,Coliidae,6,6,6,0
family,Columbidae,352,316,352,36
family,Conopophagidae,12,10,12,2
family,Coraciidae,13,12,13,1
family,Corcoracidae,2,2,2,0
family,Corvidae,138,123,138,15
family,Cotingidae,66,65,66,1
family,Cracidae,57,54,57,3
family,Cuculidae,157,141,157,16
family,Dasyornithidae,3,3,3,0
family,Dicaeidae,56,44,56,12
family,Dicruridae,28,22,28,6
family,Diomedeidae,21,13,21,8
family,Donacobiidae,1,1,1,0
family,Dromadidae,1,1,1,0
family,Dulidae,1,1,1,0
family,Elachuridae,1,1,1,0
family,Emberizidae,44,41,44,3
family,Erythrocercidae,3,3,3,0
family,Estrildidae,140,129,140,11
family,Eulacestomatidae,1,1,1,0
family,Eupetidae,1,1,1,0
family,Eurylaimidae,10,8,10,2
family,Eurypygidae,1,1,1,0
family,Falconidae,65,64,65,1
family,Falcunculidae,3,3,3,0
family,Formicariidae,12,12,12,0
family,Fregatidae,5,5,5,0
family,Fringillidae,238,220,238,18
family,Furnariidae,321,294,321,27
family,Galbulidae,18,18,18,0
family,Gaviidae,5,5,5,0
family,Glareolidae,17,17,17,0
family,Grallariidae,70,53,70,17
family,Gruidae,15,15,15,0
family,Haematopodidae,12,11,12,1
family,Heliornithidae,3,3,3,0
family,Hemiprocnidae,4,4,4,0
family,Hirundinidae,92,83,92,9
family,Hydrobatidae,18,15,18,3
family,Hyliidae,2,2,2,0
family,Hyliotidae,4,3,4,1
family,Hylocitreidae,1,1,1,0
family,Hypocoliidae,1,1,1,0
family,Ibidorhynchidae,1,1,1,0
family,Icteridae,108,105,108,3
family,Ifritidae,1,1,1,0
family,Indicatoridae,16,16,16,0
family,Irenidae,3,2,3,1
family,Jacanidae,8,8,8,0
family,Laniidae,34,33,34,1
family,Laridae,106,98,106,8
family,Leiothrichidae,143,123,143,20
family,Leptosomidae,1,1,1,0
family,Locustellidae,67,56,67,11
family,Lybiidae,44,41,44,3
family,Machaerirhynchidae,2,2,2,0
family,Macrosphenidae,18,18,18,0
family,Malaconotidae,50,46,50,4
family,Maluridae,33,29,33,4
family,Megalaimidae,35,29,35,6
family,Megapodiidae,21,21,21,0
family,Melampittidae,2,2,2,0
family,Melanocharitidae,12,10,12,2
family,Melanopareiidae,4,4,4,0
family,Meliphagidae,195,178,195,17
family,Menuridae,2,2,2,0
family,Meropidae,31,27,31,4
family,Mesitornithidae,3,3,3,0
family,Mimidae,35,34,35,1
family,Mitrospingidae,4,4,4,0
family,Modulatricidae,3,3,3,0
family,Mohoidae,5,5,5,0
family,Mohouidae,3,2,3,1
family,Momotidae,14,13,14,1
family,Monarchidae,105,94,105,11
family,Motacillidae,70,66,70,4
family,Muscicapidae,355,303,355,52
family,Musophagidae,23,23,23,0
family,Nectariniidae,152,134,152,18
family,Neosittidae,3,3,3,0
family,Nicatoridae,3,3,3,0
family,Notiomystidae,1,1,1,0
family,Numididae,8,6,8,2
family,Nyctibiidae,7,7,7,0
family,Oceanitidae,10,8,10,2
family,Odontophoridae,34,33,34,1
family,Onychorhynchidae,7,5,7,2
family,Opisthocomidae,1,1,1,0
family,Oreoicidae,3,3,3,0
family,Oriolidae,41,35,41,6
family,Orthonychidae,3,3,3,0
family,Otididae,26,26,26,0
family,Oxyruncidae,1,1,1,0
family,Pachycephalidae,63,48,63,15
family,Pandionidae,1,1,1,0
family,Panuridae,1,1,1,0
family,Paradisaeidae,45,41,45,4
family,Paradoxornithidae,38,31,38,7
family,Paramythiidae,3,2,3,1
family,Pardalotidae,4,4,4,0
family,Paridae,62,58,62,4
family,Parulidae,120,108,120,12
family,Passerellidae,141,127,141,14
family,Passeridae,43,37,43,6
family,Pedionomidae,1,1,1,0
family,Pelecanidae,8,8,8,0
family,Pellorneidae,67,53,67,14
family,Petroicidae,51,48,51,3
family,Peucedramidae,1,1,1,0
family,Phaenicophilidae,9,9,9,0
family,Phaethontidae,3,3,3,0
family,Phalacrocoracidae,34,30,34,4
family,Phasianidae,187,178,187,9
family,Philepittidae,4,4,4,0
family,Phoenicopteridae,6,6,6,0
family,Phoeniculidae,8,8,8,0
family,Phylloscopidae,81,75,81,6
family,Picathartidae,2,2,2,0
family,Picidae,239,215,239,24
family,Pipridae,55,48,55,7
family,Pittidae,46,29,46,17
family,Pityriasidae,1,1,1,0
family,Platylophidae,1,1,1,0
family,Platysteiridae,32,29,32,3
family,Ploceidae,122,115,122,7
family,Pluvianellidae,1,1,1,0
family,Pluvianidae,1,1,1,0
family,Pnoepygidae,4,4,4,0
family,Podargidae,16,13,16,3
family,Podicipedidae,22,22,22,0
family,Polioptilidae,22,15,22,7
family,Pomatostomidae,5,5,5,0
family,Procellariidae,100,86,100,14
family,Promeropidae,2,2,2,0
family,Prunellidae,12,12,12,0
family,Psittacidae,181,167,181,14
family,Psittaculidae,202,187,202,15
family,Psophiidae,3,3,3,0
family,Psophodidae,5,5,5,0
family,Pteroclidae,16,16,16,0
family,Ptiliogonatidae,4,4,4,0
family,Ptilonorhynchidae,24,19,24,5
family,Pycnonotidae,162,129,162,33
family,Rallidae,153,140,153,13
family,Ramphastidae,38,34,38,4
family,Recurvirostridae,10,7,10,3
family,Regulidae,6,6,6,0
family,Remizidae,11,10,11,1
family,Rhagologidae,1,1,1,0
family,Rheidae,2,2,2,0
family,Rhinocryptidae,65,56,65,9
family,Rhipiduridae,65,47,65,18
family,Rhodinocichlidae,1,1,1,0
family,Rhynochetidae,1,1,1,0
family,Rostratulidae,3,3,3,0
family,Sagittariidae,1,1,1,0
family,Salpornithidae,2,2,2,0
family,Sapayoidae,1,1,1,0
family,Sarothruridae,15,14,15,1
family,Scolopacidae,98,94,98,4
family,Scopidae,1,1,1,0
family,Scotocercidae,1,1,1,0
family,Semnornithidae,2,2,2,0
family,Sittidae,29,25,29,4
family,Spheniscidae,19,16,19,3
family,Steatornithidae,1,1,1,0
family,Stenostiridae,9,9,9,0
family,Stercorariidae,7,7,7,0
family,Strigidae,236,196,236,40
family,Strigopidae,4,4,4,0
family,Struthionidae,2,2,2,0
family,Sturnidae,125,114,125,11
family,Sulidae,11,10,11,1
family,Sylviidae,32,30,32,2
family,Teretistridae,2,2,2,0
family,Thamnophilidae,240,229,240,11
family,Thinocoridae,4,4,4,0
family,Thraupidae,394,371,394,23
family,Threskiornithidae,36,35,36,1
family,Tichodromidae,1,1,1,0
family,Timaliidae,58,46,58,12
family,Tinamidae,46,46,46,0
family,Tityridae,36,34,36,2
family,Todidae,5,5,5,0
family,Trochilidae,366,335,366,31
family,Troglodytidae,96,82,96,14
family,Trogonidae,47,42,47,5
family,Turdidae,195,160,195,35
family,Turnicidae,18,16,18,2
family,Tyrannidae,444,417,444,27
family,Tytonidae,20,15,20,5
family,Upupidae,3,2,3,1
family,Urocynchramidae,1,1,1,0
family,Vangidae,40,36,40,4
family,Viduidae,20,20,20,0
family,Vireonidae,65,60,65,5
family,Zeledoniidae,1,1,1,0
family,Zosteropidae,151,118,151,33
order,ACCIPITRIFORMES,263,250,263,13
order,AEGOTHELIFORMES,10,9,10,1
order,ANSERIFORMES,178,166,178,12
order,APODIFORMES,478,432,478,46
order,APTERYGIFORMES,5,5,5,0
order,BUCEROTIFORMES,75,65,75,10
order,CAPRIMULGIFORMES,98,91,98,7
order,CARIAMIFORMES,2,2,2,0
order,CASUARIIFORMES,4,4,4,0
order,CHARADRIIFORMES,394,374,394,20
order,CICONIIFORMES,20,19,20,1
order,COLIIFORMES,6,6,6,0
order,COLUMBIFORMES,352,316,352,36
order,CORACIIFORMES,185,152,185,33
order,CUCULIFORMES,157,141,157,16
order,EURYPYGIFORMES,2,2,2,0
order,FALCONIFORMES,65,64,65,1
order,GALLIFORMES,307,292,307,15
order,GAVIIFORMES,5,5,5,0
order,GRUIFORMES,190,176,190,14
order,LEPTOSOMIFORMES,1,1,1,0
order,MESITORNITHIFORMES,3,3,3,0
order,MUSOPHAGIFORMES,23,23,23,0
order,NYCTIBIIFORMES,7,7,7,0
order,OPISTHOCOMIFORMES,1,1,1,0
order,OTIDIFORMES,26,26,26,0
order,PASSERIFORMES,6758,6020,6758,738
order,PELECANIFORMES,120,112,120,8
order,PHAETHONTIFORMES,3,3,3,0
order,PHOENICOPTERIFORMES,6,6,6,0
order,PICIFORMES,444,406,444,38
order,PODARGIFORMES,16,13,16,3
order,PODICIPEDIFORMES,22,22,22,0
order,PROCELLARIIFORMES,149,122,149,27
order,PSITTACIFORMES,409,379,409,30
order,PTEROCLIFORMES,16,16,16,0
order,RHEIFORMES,2,2,2,0
order,SPHENISCIFORMES,19,16,19,3
order,STEATORNITHIFORMES,1,1,1,0
order,STRIGIFORMES,256,214,256,42
order,STRUTHIONIFORMES,2,2,2,0
order,SULIFORMES,54,49,54,5
order,TINAMIFORMES,46,46,46,0
order,TROGONIFORMES,47,42,47,5
